times2_sh;times2_mh;times2_lh;relative_humidity_2m_sh;relative_humidity_2m_mh;relative_humidity_2m_lh;cloud_base_altitude_sh;cloud_base_altitude_mh;cloud_base_altitude_lh;wind_speed_of_gust_sh;wind_speed_of_gust_mh;wind_speed_of_gust_lh
1577944800;1577966400;1577988000;0.8212958574295044;0.8252171874046326;0.8550785183906555;3383.778809;2269.111328;9.969209968386869e+36;20.11340332;21.702728271484375;22.31989860534668
1577948400;1577970000;1577991600;0.8200596570968628;0.8600685000419617;0.8584969639778137;3379.787353515625;1462.6439208984375;1102.3675537109375;20.295921325683594;21.496685028076172;22.04477310180664
1577952000;1577973600;1577995200;0.8171905279159546;0.8824991583824158;0.8654704689979553;10646.75195;1909.1622314453125;817.3939208984375;20.42322540283203;21.58068084716797;21.60729217529297
1577955600;1577977200;1577998800;0.8127962946891785;0.8745798468589783;0.8379133343696594;10076.25;2860.227539;809.8634643554688;20.521949768066406;21.69625473022461;23.121091842651367
1577959200;1577980800;1578002400;0.8091496229171753;0.8581308722496033;0.7815320491790771;10618.69922;1332.7794189453125;1725.881591796875;20.929868698120117;21.97984504699707;17.798805236816406
1577962800;1577984400;1578006000;0.8095920085906982;0.8547735810279846;0.6294252276420593;2889.658447265625;1213.3277587890625;9.969209968386869e+36;21.587858200073242;22.369674682617188;20.53448486328125
1577966400;1577988000;1578009600;0.8252171874046326;0.8550785183906555;0.6423875093460083;2269.111328;9.969209968386869e+36;9.969209968386869e+36;21.702728271484375;22.31989860534668;22.165496826171875
1577970000;1577991600;1578013200;0.8600685000419617;0.8584969639778137;0.6644287705421448;1462.6439208984375;1102.3675537109375;9.969209968386869e+36;21.496685028076172;22.04477310180664;23.494014739990234
1577973600;1577995200;1578016800;0.8824991583824158;0.8654704689979553;0.6173627376556396;1909.1622314453125;817.3939208984375;9.969209968386869e+36;21.58068084716797;21.60729217529297;25.27849578857422
1577977200;1577998800;1578020400;0.8745798468589783;0.8379133343696594;0.6034771800041199;2860.227539;809.8634643554688;9.969209968386869e+36;21.69625473022461;23.121091842651367;25.87575912475586
1577980800;1578002400;1578024000;0.8581308722496033;0.7815320491790771;0.5822980403900146;1332.7794189453125;1725.881591796875;9.969209968386869e+36;21.97984504699707;17.798805236816406;26.516429901123047
1577984400;1578006000;1578027600;0.8547735810279846;0.6294252276420593;0.6009591817855835;1213.3277587890625;9.969209968386869e+36;9.969209968386869e+36;22.369674682617188;20.53448486328125;26.65772247314453
1577988000;1578009600;1578031200;0.8550785183906555;0.6423875093460083;0.5988534092903137;9.969209968386869e+36;9.969209968386869e+36;9.969209968386869e+36;22.31989860534668;22.165496826171875;25.84023666381836
1577991600;1578013200;1578034800;0.8584969639778137;0.6644287705421448;0.5834717750549316;1102.3675537109375;9.969209968386869e+36;9.969209968386869e+36;22.04477310180664;23.494014739990234;23.981948852539062
1577995200;1578016800;1578038400;0.8654704689979553;0.6173627376556396;0.5913610458374023;817.3939208984375;9.969209968386869e+36;9.969209968386869e+36;21.60729217529297;25.27849578857422;22.536439895629883
